Name,RA,DECL,Equinox,Vmag,Sp.Type,"dist (pc)",star_id,star_id_str
HIP45637,"9 18 8.70","-57 46  0",2000,9.52,K7V,23.40,656,star656
HIP45688,"9 18 50.6","36 48  7",2000,3.82,A1V,37.30,657,star657
HIP45836,"9 20 43.6","51 16  0",2000,6.14,F3V,29.00,658,star658
HIP45839,"9 20 43.9","-5 45 16",2000,9.10,K2,24.10,659,star659
HIP45908,"9 21 35.8","-60 16 52",2000,9.49,M0V,10.40,660,star660
HIP45963,"9 22 25.4","40 11 58",2000,7.69,K2V,24.20,661,star661
HIP46199,"9 25 10.4","46  5 53",2000,9.09,K0,25.70,662,star662
HIP46343,"9 26 51.6","75 56  1",2000,9.02,K2,20.00,663,star663
HIP46417,"9 27 56.2","80 34 41",2000,9.27,K8,22.90,664,star664
HIP46509,"9 29 9.00","-2 46  8",2000,4.59,F6V,17.00,665,star665
HIP46549,"9 29 34.5","-5 22 21",2000,9.74,M0:,23.50,666,star666
HIP46580,"9 29 54.2","5 39 20",2000,7.20,K3V,12.60,667,star667
HIP46626,"9 30 27.9","-32  6  7",2000,8.31,K3/K4V,19.30,668,star668
HIP46651,"9 30 41.7","-40 27 59",2000,3.60,F2IV,18.50,669,star669
HIP46706,"9 31 20.2","-13 29 18",2000,10.00,M2,10.50,670,star670
HIP46733,"9 31 31.9","63  3 43",2000,3.65,F0IV,23.10,671,star671
HIP46769,"9 31 56.0","36 19  4",2000,10.10,M0,13.50,672,star672
HIP46816,"9 32 25.3","-11 11  4",2000,7.82,K0,18.30,673,star673
HIP46843,"9 32 43.5","26 59 14",2000,7.05,K0,17.70,674,star674
HIP46853,"9 32 49.8","51 40 29",2000,3.17,F6IV,13.40,675,star675
HIP47080,"9 35 38.5","35 48 32",2000,5.40,G8IV-V,11.10,676,star676
HIP47103,"9 36 1.79","-21 39 54",2000,10.90,K,8.97,677,star677
HIP47175,"9 36 49.3","-49 21 17",2000,4.34,A5V,32.90,678,star678
HIP47201,"9 37 11.1","22 41 36",2000,9.43,M0V:,21.90,679,star679
HIP47300,"9 38 21.7","40 14 23",2000,5.28,F0V,38.30,680,star680
HIP47425,"9 39 45.6","-41  3 57",2000,10.70,M:,9.49,681,star681
HIP47513,"9 41 9.63","13 12 32",2000,10.30,M2,11.30,682,star682
HIP47592,"9 42 13.9","-23 54 51",2000,4.93,G0V,14.80,683,star683
HIP47690,"9 43 25.7","42 41 16",2000,8.13,K5V,17.70,684,star684
HIP47701,"9 43 33.2","29 58 26",2000,5.64,A2IV,48.80,685,star685
HIP47741,"9 43 54.9","26 58  6",2000,12.00,M:,14.10,686,star686
HIP47780,"9 44 29.1","-45 46 44",2000,10.20,M1:,9.81,687,star687
HIP48331,"9 51 7.72","-43 30 17",2000,7.67,K5V,11.10,688,star688
HIP48336,"9 51 10.8","-12 20 10",2000,10.00,M0,13.60,689,star689
HIP48390,"9 51 53.0","24 23 40",2000,5.29,A5IV,40.10,690,star690
HIP48411,"9 52 10.9","3 13 18",2000,8.86,K5,20.90,691,star691
HIP48477,"9 53 11.6","-3 41 31",2000,10.50,M0,15.60,692,star692
HIP48659,"9 55 23.7","-27 15 43",2000,12.00,,11.40,693,star693
HIP48714,"9 56 7.96","62 47  9",2000,8.99,M2,10.40,694,star694
HIP48833,"9 57 40.8","41  3 19",2000,5.11,F6Vs,28.80,695,star695
HIP48904,"9 58 35.0","-46 25 38",2000,11.20,M5,15.90,696,star696
HIP48926,"9 58 52.1","-35 53 27",2000,5.23,A8IV,32.60,697,star697
HIP49081,"10  0 59.9","31 55 18",2000,5.37,G1V,14.80,698,star698
HIP49127,"10  1 37.0","-15 25 28",2000,8.65,K3V,26.10,699,star699
HIP49197,"10  2 27.9","44 34 41",2000,9.09,K0,27.70,700,star700
HIP49366,"10  4 37.4","-11 43 47",2000,8.15,K0,23.10,701,star701
HIP49544,"10  6 56.7","2 57 50",2000,9.95,M0,22.30,702,star702
HIP49593,"10  7 25.8","35 14 40",2000,4.49,A7V,27.90,703,star703
HIP49669,"10  8 22.0","11 58  2",2000,1.36,B7V,23.70,704,star704
HIP49699,"10  8 43.0","34 14 31",2000,7.56,K0,18.00,705,star705
HIP49809,"10 10 5.75","-12 48 59",2000,5.30,F2/F3IV,27.30,706,star706
HIP49841,"10 10 35.0","-12 21 16",2000,3.61,K0III,35.10,707,star707
HIP49868,"10 10 59.4","75  8 33",2000,9.48,M0,21.20,708,star708
GJ380,"10 11 19.8","49 27  6",2000,6.59,K7.0V,4.86,709,star709
HIP49969,"10 12 5.25","-2 41 14",2000,10.60,M0,12.30,710,star710
HIP49973,"10 12 7.60","-18 37  4",2000,9.93,K7V,17.00,711,star711
HIP49986,"10 12 17.5","-3 44 48",2000,9.26,M3,7.81,712,star712
HIP50070,"10 13 22.7","-51 13 58",2000,5.27,A7V,49.80,713,star713
HIP50075,"10 13 24.2","-33  1 53",2000,6.38,G0V,22.70,714,star714
HIP50125,"10 13 57.5","52 30 12",2000,9.53,K5,22.80,715,star715
HIP50191,"10 14 43.9","-42  7 18",2000,3.85,A2V,31.50,716,star716
HIP50341,"10 16 45.4","-11 57 52",2000,10.90,M0,13.70,717,star717
HIP50372,"10 17 5.54","42 54 51",2000,3.45,A2IV,41.20,718,star718
HIP50384,"10 17 14.0","23  6 20",2000,5.81,F8Vw,22.70,719,star719
HIP50485,"10 18 32.6","43  2 53",2000,6.48,G5,35.60,720,star720
HIP50505,"10 18 52.0","44  2 49",2000,6.66,G5,20.60,721,star721
GJ388,"10 19 35.8","19 52  9",2000,9.29,M2.5V,4.88,722,star722
HIP50564,"10 19 43.9","19 28 11",2000,4.78,F6IV,21.10,723,star723
HIP50583,"10 19 58.7","19 50 26",2000,2.01,K0III,38.50,724,star724
HIP50782,"10 22 9.50","11 18 31",2000,7.78,G5,26.80,725,star725
HIP50888,"10 23 29.0","-38  0 36",2000,5.34,A8V,40.40,726,star726
HIP50921,"10 23 55.2","-29 38 42",2000,6.92,G5V,22.00,727,star727
HIP50944,"10 24 15.2","-10 24 25",2000,9.98,K4.5,27.20,728,star728
HIP50954,"10 24 23.6","-74  1 54",2000,3.99,F2IV,16.20,729,star729
HIP51007,"10 25 10.0","-10 13 41",2000,10.10,M0,12.40,730,star730
HIP51138,"10 26 46.8","-62 54 14",2000,9.50,K5,27.00,731,star731
HIP51248,"10 28 4.01","48 46 51",2000,6.42,G1V,23.50,732,star732
HIP51254,"10 28 10.4","6 44 11",2000,8.53,K0,25.10,733,star733
HIP51271,"10 28 23.6","-51 42 19",2000,8.90,K4V,24.20,734,star734
HIP51317,"10 28 54.9","0 50 15",2000,9.65,M2,7.23,735,star735
HIP51384,"10 29 40.0","84 15  6",2000,5.52,F0IV,40.70,736,star736
HIP51459,"10 30 37.2","55 58 49",2000,4.82,F8V,12.80,737,star737
HIP51468,"10 30 46.0","59 44 59",2000,8.74,K5,22.30,738,star738
HIP51502,"10 31 4.01","82 33 31",2000,5.25,F2V,21.40,739,star739
HIP51525,"10 31 23.3","45 31 24",2000,8.85,K7V,15.60,740,star740
HIP51547,"10 31 43.0","57  6 59",2000,9.63,M0,17.40,741,star741
HIP51658,"10 33 13.6","40 25 32",2000,4.72,A7IV,34.30,742,star742
HIP51814,"10 35 9.81","57  4 58",2000,5.16,F1V,26.40,743,star743
HIP51819,"10 35 11.4","84 23 58",2000,7.29,K0,21.00,744,star744
HIP51933,"10 36 32.6","-12 13 59",2000,5.71,F7V,24.50,745,star745
HIP51986,"10 37 17.9","-48 13 32",2000,3.84,A3m+...,26.50,746,star746
HIP52190,"10 39 44.6","-37 55 15",2000,11.00,,14.60,747,star747
HIP52296,"10 41 9.54","-36 53 46",2000,9.97,M0V,16.30,748,star748
HIP52316,"10 41 24.0","-1 44 31",2000,6.25,K1IV,34.30,749,star749
HIP52341,"10 41 51.7","-36 37 59",2000,10.10,K7V,16.30,750,star750
HIP52369,"10 42 13.5","-13 47 18",2000,6.79,G2/G3V,23.40,751,star751
HIP52422,"10 43 1.76","26 19 31",2000,5.51,A4Vn,45.40,752,star752
HIP52462,"10 43 28.0","-29  3 52",2000,7.72,K1V,21.50,753,star753
HIP52469,"10 43 32.4","46 12 12",2000,5.18,F5III,35.60,754,star754
HIP52470,"10 43 33.2","48 12 53",2000,8.02,G5,25.20,755,star755
LHS288,"10 44 20.4","-61 12 10",2000,13.90,M5.5V,4.76,756,star756
HIP52596,"10 45 16.6","-30 48 30",2000,11.20,,13.80,757,star757
HIP52600,"10 45 21.4","38 30 44",2000,9.16,M2,14.10,758,star758
HIP52708,"10 46 36.7","-24 35  9",2000,9.37,K5V,20.10,759,star759
HIP52727,"10 46 46.2","-49 25 13",2000,2.69,"G5III S",35.40,760,star760
DEN1048,"10 48 13.0","-39 56 21",2000,17.30,M8.5V,4.02,761,star761
LHS292,"10 48 13.2","-11 20 38",2000,15.70,M6.5V,4.53,762,star762
HIP53020,"10 50 51.2","6 48 16",2000,11.60,M4:,5.63,763,star763
HIP53229,"10 53 18.8","34 12 48",2000,3.79,K0III-I,29.90,764,star764
HIP53252,"10 53 29.6","-20  8 23",2000,5.23,F6V,31.30,765,star765
HIP53253,"10 53 29.8","-58 51 10",2000,3.78,K0III-I,29.60,766,star766
GJ406,"10 56 25.0","7  0  9",2000,13.50,M5.5V,2.38,767,star767
HIP53486,"10 56 30.5","7 23 17",2000,7.37,K0,17.50,768,star768
HIP53580,"10 57 36.1","69 35 48",2000,10.20,M0,23.00,769,star769
HIP53721,"10 59 27.5","40 25 49",2000,5.03,G0V,14.00,770,star770
HIP53767,"11  0 3.76","22 49 54",2000,10.00,M3,6.62,771,star771
HIP53824,"11  0 44.7","6  6  4",2000,4.98,A5III,46.20,772,star772
HIP53910,"11  1 50.6","56 22 57",2000,2.34,A1V,24.30,773,star773
HIP53954,"11  2 19.7","20 10 48",2000,4.42,A1m,37.90,774,star774
HIP53985,"11  2 38.5","21 58  0",2000,9.57,K,11.60,775,star775
GJ411,"11  3 19.4","35 56 55",2000,7.47,M2.0V,2.54,776,star776
HIP54061,"11  3 43.3","61 45  3",2000,1.81,"F7V com",37.90,777,star777
HIP54155,"11  4 41.2","-4 13 17",2000,7.64,G5,24.60,778,star778
HIP54182,"11  5 0.65","7 20  8",2000,4.62,F2III-I,28.90,779,star779
GJ412A,"11  5 22.1","43 31 51",2000,8.77,M1.0V,4.86,780,star780
GJ412B,"11  5 23.8","43 31 32",2000,14.40,M5.5V,4.86,781,star781
HIP54288,"11  6 23.0","-35 44 54",2000,9.62,K5,25.50,782,star782
HIP54418,"11  8 5.70","-28 16  5",2000,9.32,K7V,26.80,783,star783
HIP54426,"11  8 13.7","38 25 36",2000,8.35,K0,22.70,784,star784
HIP54459,"11  8 31.9","15 45 57",2000,9.75,K0,25.90,785,star785
HIP54532,"11  9 30.4","-24 36  2",2000,10.40,M:,10.60,786,star786
HIP54646,"11 11 5.90","30 26 42",2000,8.31,K8V,11.90,787,star787
HIP54651,"11 11 9.67","-10 56 53",2000,9.23,K5V,20.80,788,star788
HIP54677,"11 11 33.8","-14 59 38",2000,9.06,K4V,22.70,789,star789
HIP54704,"11 12 1.50","-26  8 12",2000,7.05,G8/K0V,21.60,790,star790
HIP54745,"11 12 32.0","35 48 48",2000,6.41,G0V,21.70,791,star791
HIP54746,"11 12 32.8","-49  6  3",2000,5.37,A2III,49.90,792,star792
HIP54810,"11 13 12.8","4 28 55",2000,8.70,K5V,17.90,793,star793
HIP54872,"11 14 6.66","20 31 23",2000,2.56,A4V,17.60,794,star794
HIP54906,"11 14 33.0","25 42 38",2000,7.76,K1V,21.20,795,star795
HIP54922,"11 14 47.8","-23  6 23",2000,9.02,K4V,22.60,796,star796
HIP54952,"11 15 10.3","73 28 32",2000,7.68,K5,14.60,797,star797
HIP54966,"11 15 21.2","-18  8 53",2000,9.97,K7V,20.60,798,star798
HIP55052,"11 16 6.41","-30 10 40",2000,10.30,,25.20,799,star799
HIP55119,"11 17 7.75","-27 48 49",2000,9.78,M0V,17.50,800,star800
HIP55210,"11 18 22.8","-5  4  4",2000,7.29,G8V,21.90,801,star801
HIP55360,"11 19 57.1","65 50 50",2000,9.31,M1Vvar,9.09,802,star802
HIP55454,"11 21 26.8","-20 27 15",2000,8.57,K4/K5V,13.10,803,star803
HIP55691,"11 24 39.1","-61 38 49",2000,7.22,K7V+...,12.80,804,star804
HIP55705,"11 24 52.8","-17 41  2",2000,4.06,A9V,25.70,805,star805
HIP55718,"11 24 59.6","40  0 12",2000,10.20,M0,22.70,806,star806
HIP55779,"11 25 42.3","-63 58 21",2000,5.18,F7V,27.40,807,star807
HIP55846,"11 26 44.5","3  0 50",2000,6.49,K0IV,17.60,808,star808
HIP55848,"11 26 45.4","3  0 25",2000,7.58,K2V,17.90,809,star809
HIP56035,"11 29 4.30","61 46 45",2000,5.83,F5Vawva,32.80,810,star810
HIP56153,"11 30 33.9","-57  8  1",2000,8.34,K4V,22.20,811,star811
HIP56157,"11 30 41.4","-8  5 38",2000,11.90,,13.90,812,star812
HIP56199,"11 31 13.2","63  9 27",2000,9.98,M0,23.30,813,star813
HIP56238,"11 31 42.7","22 40  2",2000,10.30,,16.10,814,star814
HIP56242,"11 31 44.5","14 21 49",2000,6.27,G0V,23.00,815,star815
HIP56244,"11 31 45.5","-41  2 44",2000,11.50,M,10.40,816,star816
HIP56343,"11 32 59.8","-31 51 28",2000,3.54,G8III,39.60,817,star817
HIP56445,"11 34 21.7","3  3 34",2000,5.76,F5V,26.50,818,star818
HIP56452,"11 34 28.6","-32 49 39",2000,5.96,K0V,9.53,819,star819
HIP56528,"11 35 26.8","-32 32 37",2000,9.81,M2V,9.03,820,star820
HIP56630,"11 36 41.4","39 11 19",2000,10.00,M0,24.30,821,star821
HIP56802,"11 38 40.1","-13 12  4",2000,5.48,F7V,26.90,822,star822
HIP56809,"11 38 44.0","45  6 30",2000,6.29,G0V,23.20,823,star823
HIP56829,"11 38 59.5","42 19 50",2000,8.22,K5V,19.70,824,star824
HIP56998,"11 41 1.49","-44 24 14",2000,7.77,K5V,12.50,825,star825
HIP56997,"11 41 3.00","34 11 59",2000,5.31,G8Vvar,9.54,826,star826
HIP57274,"11 44 40.9","30 57 27",2000,8.97,K8,25.80,827,star827
HIP57328,"11 45 17.0","8 15 28",2000,4.84,A4V,36.60,828,star828
HIP57363,"11 45 36.1","-66 43 42",2000,3.63,A7III,39.30,829,star829
HIP57443,"11 46 28.9","-40 29 54",2000,4.89,G3/G5V,9.23,830,star830
HIP57493,"11 47 3.60","50 58 16",2000,9.51,M0V:p,24.60,831,star831
HIP57494,"11 47 3.61","-11 49 27",2000,9.03,K2,24.60,832,star832
HIP57507,"11 47 15.4","-30 17 15",2000,6.48,G5V,17.70,833,star833
GJ447,"11 47 45.0","0 47 56",2000,11.10,M4.0V,3.35,834,star834
HIP57632,"11 49 3.02","14 34 17",2000,2.14,A3Vvar,11.00,835,star835
HIP57757,"11 50 42.5","1 45 48",2000,3.59,F8V,10.90,836,star836
HIP57802,"11 51 6.98","35 16 23",2000,9.76,M1V,8.55,837,star837
HIP57866,"11 52 8.37","18 45 13",2000,8.40,K2,25.30,838,star838
HIP58001,"11 53 50.0","53 41 41",2000,2.41,"A0V SB",25.60,839,star839
HIP58293,"11 57 15.8","-26  8 26",2000,8.93,K3/K4V,26.70,840,star840
HIP58345,"11 57 54.9","-27 42 35",2000,6.99,K4V,10.10,841,star841
HIP58374,"11 58 11.4","-23 55 26",2000,8.70,K3V,26.00,842,star842
HIP58451,"11 59 10.1","-20 21 20",2000,7.92,K2V,20.80,843,star843
HIP58576,"12  0 44.6","-10 26 53",2000,5.54,K0IV,12.90,844,star844
HIP58684,"12  2 6.28","43  2 45",2000,5.22,A7m,33.90,845,star845
HIP58803,"12  3 40.0","-42 26  4",2000,5.15,F6V,24.20,846,star846
HIP59000,"12  5 50.6","-18 52 36",2000,9.99,K5V,22.50,847,star847
HIP59072,"12  6 52.9","-64 36 50",2000,4.14,F2III,19.60,848,star848
HIP59199,"12  8 24.9","-24 43 44",2000,4.02,F0IV/V,14.70,849,star849
HIP59280,"12  9 36.8","40 15  6",2000,7.46,K0V,24.30,850,star850
HIP59296,"12  9 54.3","-46 12 31",2000,8.46,K5V,20.10,851,star851
HIP59378,"12 10 56.8","41  3 31",2000,10.60,M2V,21.20,852,star852
HIP59406,"12 11 11.5","-19 57 41",2000,11.60,,12.70,853,star853
HIP59496,"12 12 5.42","58 55 35",2000,10.00,K5,28.30,854,star854
HIP59504,"12 12 11.9","77 36 58",2000,5.14,A5m,33.60,855,star855
HIP59514,"12 12 21.2","54 29 10",2000,9.71,M2,15.30,856,star856
HIP59608,"12 13 25.8","10 15 44",2000,5.85,A2m,49.50,857,star857
HIP59750,"12 15 10.5","-10 19  0",2000,6.11,F5V,22.50,858,star858
HIP59774,"12 15 25.7","57  1 57",2000,3.32,A3Vvar,24.90,859,star859
HIP59780,"12 15 27.2","-31  5 39",2000,9.74,K5V,20.10,860,star860
HIP59816,"12 15 57.9","5 38 23",2000,9.45,K8,25.80,861,star861
HIP60303,"12 21 54.3","42  7 53",2000,9.36,M0V,15.90,862,star862
HIP60310,"12 21 59.8","-41  3 34",2000,8.54,K4V,24.10,863,star863
HIP60559,"12 24 53.7","-18 15  9",2000,11.20,M4,8.88,864,star864
HIP60759,"12 27 13.8","27  1 24",2000,8.24,K2V,27.50,865,star865
HIP60866,"12 28 31.7","-18 17 53",2000,9.24,K4V,24.90,866,star866
HIP60910,"12 28 56.9","8 25 27",2000,11.90,M:,13.50,867,star867
HIP60965,"12 29 51.6","-16 30 57",2000,2.94,B9.5V,26.90,868,star868
HIP60994,"12 30 4.48","-13 23 36",2000,6.37,G1/G2V,24.90,869,star869
HIP61053,"12 30 50.1","53  4 38",2000,6.20,F9V,21.90,870,star870
HIP61084,"12 31 10.0","-57  6 51",2000,1.59,M4III,26.90,871,star871
HIP61094,"12 31 15.1","8 48 29",2000,9.74,M0:,13.40,872,star872
HIP61099,"12 31 18.2","20 13  1",2000,7.91,K0,25.20,873,star873
HIP61100,"12 31 19.0","55  7  7",2000,8.08,K2V,23.70,874,star874
HIP61174,"12 32 3.75","-16 11 46",2000,4.30,F2V,18.20,875,star875
HIP61212,"12 32 35.8","-13 51 33",2000,5.74,F3IV/V,36.90,876,star876
GJ473AB,"12 33 15.4","9  1 19",2000,13.20,M5.0V,4.38,877,star877
HIP61291,"12 33 29.7","-68 45 25",2000,7.13,K0V,16.10,878,star878
HIP61317,"12 33 43.5","41 21 31",2000,4.24,G0V,8.37,879,star879
HIP61329,"12 33 59.1","-14 38 19",2000,9.10,K3/K4V,25.50,880,star880
HIP61451,"12 35 33.2","-34 52 57",2000,7.84,K4V,21.60,881,star881
HIP61468,"12 35 45.3","-41  1 18",2000,5.12,A7III,34.50,882,star882
HIP61481,"12 35 51.4","51 13 17",2000,8.52,K0,26.20,883,star883
HIP61622,"12 37 41.8","-48 32 28",2000,3.85,A2V,40.30,884,star884
HIP61621,"12 37 42.3","-27  8 21",2000,5.41,F0V,34.50,885,star885
HIP61792,"12 39 46.8","-77 50 30",2000,9.05,K5V,26.80,886,star886
HIP61874,"12 40 45.1","-43 33 47",2000,12.20,M4,7.66,887,star887
HIP61901,"12 41 6.61","15 22 30",2000,7.91,K2,14.20,888,star888
HIP61941,"12 41 38.9","-1 26 56",2000,2.74,F0V+...,11.80,889,star889
HIP61946,"12 41 44.7","55 43 28",2000,8.27,K3V,23.20,890,star890
HIP62145,"12 44 13.8","51 45 30",2000,7.01,K3V,15.00,891,star891
HIP62207,"12 44 58.9","39 16 46",2000,5.95,G0V,17.30,892,star892
HIP62229,"12 45 14.0","-57 21 30",2000,7.82,K3V,20.10,893,star893
HIP62268,"12 45 38.3","-60 58 53",2000,4.69,K1III,38.20,894,star894
HIP62471,"12 48 9.62","-24 48 13",2000,9.90,K0,18.70,895,star895
HIP62472,"12 48 10.3","-24 48 20",2000,8.90,K4/K5V,19.80,896,star896
HIP62505,"12 48 32.3","-15 43  9",2000,7.93,K2V,21.10,897,star897
HIP62512,"12 48 39.6","60 19 10",2000,5.83,F5V,24.10,898,star898
HIP62523,"12 48 46.6","24 50 23",2000,6.29,G7V,17.10,899,star899
HIP62687,"12 50 43.5","-0 46 11",2000,8.49,M0.5V,10.70,900,star900
HIP62956,"12 54 1.95","55 57 35",2000,1.76,A0p,24.80,901,star901
HIP63076,"12 55 28.5","65 26 18",2000,5.23,A5n,28.80,902,star902
HIP63121,"12 56 0.17","38 18 55",2000,5.61,F0V,25.00,903,star903
HIP63257,"12 57 43.5","-14 27 48",2000,9.11,K4V,23.10,904,star904
HIP63366,"12 59 0.66","-9 49 59",2000,7.54,K0V,21.00,905,star905
HIP63406,"12 59 32.4","41 59 15",2000,8.60,G9V,24.10,906,star906
HIP63467,"13  0 16.1","-2 42 17",2000,9.78,K7V,25.80,907,star907
HIP63490,"13  0 32.5","-33 30 20",2000,6.01,F3V,40.00,908,star908
HIP63503,"13  0 43.9","56 21 58",2000,4.93,F2V,24.90,909,star909
HIP63510,"13  0 45.9","12 22 32",2000,9.76,M2,11.40,910,star910
HIP63550,"13  1 18.7","-63 11 48",2000,10.90,,16.80,911,star911
HIP63608,"13  2 10.2","10 57 33",2000,2.85,G8IIIva,31.30,912,star912
HIP63613,"13  2 17.1","-71 32 56",2000,3.61,K2III,27.80,913,star913
HIP63618,"13  2 20.5","-26 47 16",2000,8.35,K4V,17.50,914,star914
HIP63742,"13  3 49.4","-5  9 46",2000,7.69,G5V,22.10,915,star915
HIP63762,"13  4 4.93","87  6 58",2000,8.77,K0,24.30,916,star916
HIP63833,"13  4 56.1","-52 26 47",2000,9.05,K8V,15.70,917,star917
HIP63894,"13  5 41.5","49 28 21",2000,9.26,K0,21.80,918,star918
HIP63942,"13  6 15.3","20 43 46",2000,9.44,M0,18.50,919,star919
HIP64048,"13  7 34.8","34 24  6",2000,9.28,K3III,23.80,920,star920
HIP64241,"13  9 58.7","17 31 48",2000,4.32,F5V,14.30,921,star921
HIP64394,"13 11 51.4","27 52 55",2000,4.23,G0V,9.15,922,star922
HIP64457,"13 12 43.6","-2 15 53",2000,7.56,K0,20.40,923,star923
HIP64475,"13 12 54.0","-30 42 39",2000,8.03,K1IV/V,26.70,924,star924
HIP64550,"13 13 52.0","-45 11 10",2000,6.93,G2V,24.40,925,star925
HIP64577,"13 14 10.7","-19 55 48",2000,5.31,G8III/I,38.60,926,star926
HIP64583,"13 14 14.6","-59  6 14",2000,4.90,F7IV,18.00,927,star927
HIP64690,"13 15 20.9","-87 33 40",2000,7.11,G5IV-V,24.60,928,star928
HIP64725,"13 15 59.1","-19 56 37",2000,5.21,K1III,38.90,929,star929
HIP64792,"13 16 46.1","9 25 30",2000,5.19,G0Vs,17.90,930,star930
HIP64797,"13 16 51.7","17  0 57",2000,6.49,K2V,11.20,931,star931
HIP64924,"13 18 23.1","-18 18 57",2000,4.74,G5V,8.52,932,star932
HIP65011,"13 19 34.1","35  6 24",2000,9.48,M0,13.10,933,star933
HIP65026,"13 19 45.8","47 46 40",2000,8.48,K0,10.30,934,star934
HIP65109,"13 20 35.3","-36 42 45",2000,2.75,A2V,17.90,935,star935
HIP65143,"13 20 58.6","34 16 39",2000,10.60,M0,16.00,936,star936
HIP65327,"13 23 23.5","57 54 22",2000,9.69,M0V,25.10,937,star937
HIP65343,"13 23 32.2","29 14 18",2000,8.88,K5,18.50,938,star938
HIP65352,"13 23 39.1","2 43 27",2000,7.06,G5,16.00,939,star939
HIP65355,"13 23 40.8","2 43 34",2000,7.35,G5,16.70,940,star940
HIP65378,"13 23 55.7","54 55 30",2000,2.23,A2V,23.90,941,star941
HIP65420,"13 24 33.4","-5  9 50",2000,5.76,F3V,30.00,942,star942
HIP65477,"13 25 13.7","54 59 16",2000,3.99,"A5V SB",24.80,943,star943
HIP65515,"13 25 45.1","56 58 13",2000,7.29,G9IV-V,21.80,944,star944
HIP65520,"13 25 48.3","-28 22 27",2000,11.00,M,16.20,945,star945
HIP65530,"13 25 58.9","63 15 44",2000,6.50,G6V,21.30,946,star946
HIP65714,"13 28 21.2","-2 21 44",2000,11.20,M4+...,14.10,947,star947
HIP65859,"13 30 1.01","10 22 20",2000,9.05,M1V,7.62,948,star948
HIP66077,"13 32 44.8","16 48 35",2000,11.30,M4Ve,13.70,949,star949
HIP66147,"13 33 31.8","8 35 13",2000,7.98,K0,18.40,950,star950
HIP66193,"13 34 2.91","33 13 47",2000,9.19,K5IV,22.90,951,star951
HIP66222,"13 34 21.6","4 40  0",2000,9.95,M0.5V:,20.50,952,star952
HIP66249,"13 34 41.2","-0 35 44",2000,3.38,A3V,22.40,953,star953
HIP66252,"13 34 42.9","-8 20 32",2000,9.24,K7V,19.70,954,star954
HIP66459,"13 37 29.1","35 43  3",2000,9.06,M9,10.90,955,star955
HIP66492,"13 37 50.8","48  8 14",2000,9.77,M0...,21.90,956,star956
HIP66675,"13 40 6.72","-4 11  2",2000,9.61,M0V,14.50,957,star957
HIP66704,"13 40 23.0","50 31 10",2000,6.31,F7.7V,25.20,958,star958
HIP66765,"13 41 4.44","-34 27 53",2000,6.92,K1V,15.60,959,star959
HIP66781,"13 41 13.3","56 43 38",2000,7.77,K0IV-V,23.70,960,star960
HIP66840,"13 41 55.5","-0  7 51",2000,9.76,M0V,23.70,961,star961
HIP66886,"13 42 25.7","-1 41 13",2000,9.24,K7V,24.20,962,star962
HIP67090,"13 45 5.58","17 46 38",2000,9.79,,13.00,963,star963
HIP67105,"13 45 14.6","8 50  8",2000,8.47,K2,20.90,964,star964
HIP67153,"13 45 40.6","-33  2 39",2000,4.23,F3V,19.20,965,star965
HIP67155,"13 45 45.7","14 53  6",2000,8.46,M3V,5.43,966,star966
HIP67164,"13 45 50.3","-17 58 14",2000,11.80,M:,11.30,967,star967
HIP67275,"13 47 15.2","17 27 25",2000,4.50,F7V,15.50,968,star968
HIP67301,"13 47 32.2","49 18 47",2000,1.85,"B3V SB",30.80,969,star969
HIP67422,"13 49 3.48","26 58 46",2000,7.05,K2,13.60,970,star970
HIP67487,"13 49 42.7","-22  6 47",2000,8.16,K4/K5V,14.10,971,star971
HIP67601,"13 51 5.48","-53 44  7",2000,9.53,K3V,26.90,972,star972
HIP67620,"13 51 19.6","-24 23 29",2000,6.43,G5V,19.90,973,star973
HIP67691,"13 52 0.70","49 57  1",2000,8.82,K5,14.00,974,star974
HIP67742,"13 52 34.8","-50 55 19",2000,7.37,K1V,16.40,975,star975
HIP67808,"13 53 27.3","12 56 23",2000,9.78,M0,20.80,976,star976
HIP67960,"13 55 2.21","-29  5 27",2000,9.53,K5/M0V,16.70,977,star977
HIP67986,"13 55 20.0","-76 16 15",2000,8.33,K2V,26.60,978,star978
HIP68030,"13 55 49.6","14  3 23",2000,6.16,F6V,24.20,979,star979
HIP68184,"13 57 31.9","61 29 37",2000,6.49,K3V,10.10,980,star980
HIP68337,"13 59 19.2","22 52 11",2000,9.05,K,23.80,981,star981
HIP68469,"14  1 2.30","-2 39  7",2000,9.71,K5,10.10,982,star982
HIP68634,"14  2 56.8","14 58 31",2000,7.12,G5,26.10,983,star983
HIP68682,"14  3 32.4","10 47  7",2000,6.27,G8V,16.60,984,star984
HIP68895,"14  6 22.3","-26 40 58",2000,3.25,K2III,31.00,985,star985
HIP68933,"14  6 40.2","-36 22 20",2000,2.06,K0IIIb,18.60,986,star986
HIP69357,"14 11 45.8","-12 36 45",2000,7.93,K1V,23.00,987,star987
HIP69414,"14 12 45.0","-3 19 17",2000,7.05,G0,22.20,988,star988
HIP69454,"14 13 13.5","-56 44 28",2000,10.20,M2V:,11.70,989,star989
HIP69454,"14 13 13.5","-56 44 28",2000,10.20,M2V:,11.70,990,star990
